srl_number,Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,dwh_date
2907,Personal Care,Fiama Di Wills Men's Refreshing Pulse Shower Gel,225,4,3,214,250,FALSE,250,15:33.1
2908,Personal Care,Sebamed Anti - Dandruff Shampoo,600,10,2,540,200,FALSE,200,15:33.1
2909,Personal Care,Listerine Cool Mint Mouthwash - Mild Taste,150,10,6,135,250,FALSE,250,15:33.1
2911,Personal Care,Himalaya Gentle Baby Bath,165,9,6,150,200,FALSE,200,15:33.1
2913,Personal Care,L'Oreal Paris Color Protect Shampoo,282,0,3,282,360,FALSE,360,15:33.1
2914,Personal Care,Fiama Di Wills Lemongrass & Jojoba Gel Bar,176,10,6,158,375,FALSE,375,15:33.1
2915,Personal Care,Colgate Plax Peppermint Mouthwash,150,20,5,120,250,FALSE,250,15:33.1
2916,Personal Care,Dove Daily Shine Conditioner,90,10,1,81,80,FALSE,80,15:33.1
2917,Personal Care,Patanjali Kesh Kanti Anti Dandruff Hair Cleanser,110,0,6,110,200,FALSE,200,15:33.1
2918,Personal Care,Old Spice Original After Shave Lotion,250,0,1,250,150,FALSE,150,15:33.1
2919,Personal Care,Dove Hair Fall Rescue Shampoo,137,10,4,123,180,FALSE,180,15:33.1
2920,Personal Care,Dettol Clinical Strength Hand Sanitizer Liquid,250,10,6,225,500,FALSE,500,15:33.1
2921,Personal Care,Nivea Soft Light Moisturizer for Face Hand & Body Non-Sticky Cream with Vitamin E & Jojoba Oil,399,20,3,319,300,FALSE,300,15:33.1
2922,Personal Care,Comfy Baby Pants XL 12-17 kg,429,15,1,364,24,FALSE,24,15:33.1
2923,Personal Care,Dettol Liquid Handwash With Free Liquid,99,0,6,99,200,FALSE,200,15:33.1
2924,Personal Care,Nivea Body Milk Lotion for Very Dry Skin,399,20,6,319,400,FALSE,400,15:33.1
2925,Personal Care,Lakme Sun Expert,225,0,6,225,60,FALSE,60,15:33.1
2926,Personal Care,Head & shoulders Anti Dandruff Shampoo Cool Menthol,170,0,6,170,180,FALSE,180,15:33.1
2927,Personal Care,Godrej Nupur Henna,75,0,5,75,150,FALSE,120,15:33.1
2928,Personal Care,Johnson's Baby Lotion,100,0,4,100,100,FALSE,100,15:33.1
2929,Personal Care,Himalaya Anti Dandruff Shampoo,140,10,1,126,200,FALSE,200,15:33.1
2930,Personal Care,Maybelline New York Colossal Kajal Super Black,300,8,3,275,0,FALSE,0,15:33.1
2931,Personal Care,Stayfree Dry-Max All Night Ultra-Dry Sanitary Pad,90,10,6,81,406,FALSE,7,15:33.1
2932,Personal Care,Dove Daily Shine Shampoo,645,5,3,612,650,FALSE,650,15:33.1
2933,Personal Care,Godrej Easy 5 Minute Natural Brown 4 Hair Colour,29,0,5,29,20,FALSE,20,15:33.1
2934,Personal Care,Colgate Sensitive Plus Enamel Toothpaste Tube,140,0,6,140,160,FALSE,160,15:33.1
2935,Personal Care,Colgate Max Fresh Peppermint Toothpaste ,182,15,6,154,300,FALSE,300,15:33.1
2936,Personal Care,Pond's Light Moisturiser,309,10,6,278,250,FALSE,250,15:33.1
2937,Personal Care,Engage Mate For Man Deo Spray,195,10,5,174,150,FALSE,150,15:33.1
2938,Personal Care,Pantene Advanced Hair Fall Solution Shampoo - Total Damage Care,120,0,5,120,180,FALSE,180,15:33.1
2939,Personal Care,Whisper Choice Regular Wing Sanitary Pad,30,0,2,30,406,FALSE,7,15:33.1
2940,Personal Care,Colgate Slim Soft Charcoal Toothbrush,150,18,4,123,232,FALSE,4,15:33.1
2941,Personal Care,Fiama Scents Juniper & Geranium Body Wash,199,6,5,186,250,FALSE,250,15:33.1
2942,Personal Care,Mamaearth Ubtan Body Lotion,399,15,4,339,400,FALSE,400,15:33.1
2943,Personal Care,Godrej Aer Power Pocket - Long Lasting Bathroom Fragrance Floral Delight,55,0,6,55,10,FALSE,10,15:33.1
2944,Personal Care,Himalaya Anti-Hair Fall Shampoo,230,18,1,188,400,FALSE,400,15:33.1
2945,Personal Care,Nivea Soft Light Moisturizer for Face Hand & Body Non-Sticky Cream with Vitamin E & Jojoba Oil,310,15,6,263,200,FALSE,200,15:33.1
2946,Personal Care,Engage M2 Perfume Spray For Men,200,10,6,180,120,FALSE,120,15:33.1
2947,Personal Care,Listerine Cool Mint Mouthwash - Mild Taste,150,10,6,135,250,FALSE,250,15:33.1
2948,Personal Care,Mamaearth Ubtan Face Scrub Turmeric & Walnut,349,10,1,314,100,FALSE,100,15:33.1
2949,Personal Care,Himalaya Purifying Neem Face Wash Tube,270,15,6,229,300,FALSE,300,15:33.1
2950,Personal Care,Johnson's Baby Top To Toe Bath Body Wash,165,0,4,165,210,FALSE,210,15:33.1
2951,Personal Care,Gillette Mach 3 Start,249,0,6,249,116,FALSE,2,15:33.1
2952,Personal Care,Scalpe Pro Anti dandruff Shampoo 100ml,185,0,2,185,100,FALSE,100,15:33.1
2953,Personal Care,Johnson's Baby Cream,150,0,6,150,100,FALSE,100,15:33.1
2954,Personal Care,Johnson's Baby Soap,105,0,6,105,150,FALSE,150,15:33.1
2955,Personal Care,Himalaya Gentle Baby Shampoo,320,17,6,265,400,FALSE,400,15:33.1
2956,Personal Care,L'Oreal Paris Shine Masque Royal Jelly Hair Colour,550,0,3,550,88,FALSE,87,15:33.1
2957,Personal Care,Engage Rush Deodorant For Men,190,11,6,169,150,FALSE,150,15:33.1
2958,Personal Care,Clean & Clear Foaming Face Wash,140,10,4,126,100,FALSE,100,15:33.1
2959,Personal Care,Dettol Lather Shaving Cream,75,5,6,71,78,FALSE,78,15:33.1
2960,Personal Care,Gillette Classic Regular Pre Shave Foam,199,0,4,199,196,FALSE,196,15:33.1
2961,Personal Care,Dove Daily Shine Conditioner,190,0,6,190,175,FALSE,180,15:33.1
2962,Personal Care,Johnson's Baby Shampoo,180,0,6,180,200,FALSE,200,15:33.1
2963,Personal Care,Park Avenue Beer Shampoo ,155,9,4,140,180,FALSE,180,15:33.1
2964,Personal Care,Pantene Advanced Hair Fall Solution Silky Smooth Care Shampoo,120,6,6,112,180,FALSE,180,15:33.1
2965,Personal Care,Fem Fairness Naturals Hair Removal Cream Fair & Soft - Rose,65,10,6,58,40,FALSE,40,15:33.1
2966,Personal Care,Sunsilk Stunning Black Shine Shampoo,555,6,6,521,650,FALSE,650,15:33.1
2967,Personal Care,Dabur Meswak Toothpaste,100,0,1,100,200,FALSE,200,15:33.1
2968,Personal Care,Patanjali Kesh Kanti Reetha Hair Cleanser,85,0,5,85,200,FALSE,200,15:33.1
2969,Personal Care,Nivea Lip Balm Soft Rose for 24h Moisture with Natural Oils Delicate Rose Shine,185,8,6,169,5,FALSE,4,15:33.1
2970,Personal Care,Santoor Total Skin Care Soap With Sandal & Turmeric,180,0,6,180,600,FALSE,600,15:33.1
2972,Personal Care,Gillette Pre Shave Foam - Classic Regular Skin,225,0,6,225,418,FALSE,418,15:33.1
2973,Personal Care,Fiama Di Wills Shower Gel Patchouli & Macadamia,199,10,6,179,250,FALSE,250,15:33.1
2974,Personal Care,Listerine Fresh Burst Mouthwash,140,10,4,126,250,FALSE,250,15:33.1
2975,Personal Care,Nivea Cocoa Nourish Body Lotion With Coconut Oil & Cocoa Butter For Very Dry Skin ,299,17,5,247,200,FALSE,200,15:33.1
2976,Personal Care,Pantene Hair Fall Control Shampoo,240,7,2,221,340,FALSE,340,15:33.1
2977,Personal Care,Fogg Master - Royal Intense,250,0,5,250,120,FALSE,120,15:33.1
2978,Personal Care,TRESemme Smooth And Shine Conditioner,220,0,5,220,190,FALSE,190,15:33.1
2979,Personal Care,Whisper Ultra Clean XL Plus Sanitary Pad,155,0,6,155,870,FALSE,15,15:33.1
2981,Personal Care,Nivea Soft Moisturizing Cream,310,12,1,272,200,FALSE,200,15:33.1
2982,Personal Care,Patanjali Kesh Kanti Aloe Vera Hair Cleanser,85,0,5,85,200,FALSE,200,15:33.1
2983,Personal Care,Neutrogena Deep Clean Foaming Cleanser,130,11,2,115,50,FALSE,50,15:33.1
2984,Personal Care,Clean & Clear Morning Energy Berry Face Wash,155,6,6,145,100,FALSE,100,15:33.1
2985,Personal Care,Pampers Premium Care New Baby Pants,320,0,4,320,24,FALSE,24,15:33.1
2986,Personal Care,Vaseline Intensive Care Aloe Fresh,225,9,6,203,200,FALSE,200,15:33.1
2987,Personal Care,L'Oreal Paris Dream Lengths Shampoo,149,0,6,149,192,FALSE,192,15:33.1
2988,Personal Care,Johnson's Baby Oil,115,0,4,115,100,FALSE,100,15:33.1
2989,Personal Care,Engage Man Rush Deodorant,195,9,6,176,150,FALSE,150,15:33.1
2990,Personal Care,Pantene Advanced Hair Fall Solution Shampoo - Total Damage Care,264,0,6,264,340,FALSE,340,15:33.1
2991,Personal Care,Whisper Daily Liners Clean and Fresh,105,0,4,105,1160,FALSE,20,15:33.1
2992,Personal Care,Himalaya Men Pimple Clear Neem Face Wash,180,9,2,163,100,FALSE,100,15:33.1
2993,Personal Care,Pantene Adv Hairfall Solution Conditioner Silky Smooth,190,0,5,190,200,FALSE,200,15:33.1
2994,Personal Care,Himalaya Prickly Heat Baby Powder,90,10,6,81,100,FALSE,100,15:33.1
2995,Personal Care,Mamaearth Daily Moisturizing Lotion For Babies,199,0,6,199,200,FALSE,200,15:33.1
2996,Personal Care,Stayfree Advanced XL Ultra Comfort Sanitary napkins with Wings,175,0,3,175,812,FALSE,14,15:33.1
2997,Personal Care,Pampers Premium Care Pants - Medium,1099,18,6,899,54,FALSE,54,15:33.1
2998,Personal Care,Fiama Men's Refreshing Pulse Shower Gel,199,10,6,179,250,FALSE,250,15:33.1
2999,Personal Care,Vaseline Original Skin Protecting Jelly,125,10,6,112,100,FALSE,100,15:33.1
3000,Personal Care,Clean & Clear Foaming Face Wash,180,10,6,162,150,FALSE,150,15:33.1
3001,Personal Care,Fiama Lemongrass and Jojoba Shower Gel,225,20,6,180,250,FALSE,250,15:33.1
3002,Personal Care,Oral-B Charcoal Cross Cross Extra Soft Toothbrush (Buy 2 Get 1 Free),180,0,1,180,174,FALSE,3,15:33.1
3003,Personal Care,Listerine Fresh Burst Mouthwash,285,7,6,263,500,FALSE,500,15:33.1
3004,Personal Care,Veet Full Body Waxing Kit,235,7,6,218,1160,FALSE,20,15:33.1
3005,Personal Care,Listerine Original Mouthwash,55,9,6,50,80,FALSE,80,15:33.1
3006,Personal Care,Santoor Almond Soft With Sandal & Almond Milk,180,0,2,180,625,FALSE,625,15:33.1
3007,Personal Care,Nivea Body Shea Smooth with Shea Butter for Dry Skin,425,20,5,340,400,FALSE,9,15:33.1
3008,Personal Care,Neutrogena Deep Clean Facial Cleanser,130,0,4,130,50,FALSE,50,15:33.1
3010,Personal Care,Johnson's Baby Powder,235,0,6,235,400,FALSE,400,15:33.1
3011,Personal Care,Bombay Shaving Company Charcoal Face Wash,249,0,4,249,100,FALSE,100,15:33.1
3012,Personal Care,Colgate Kids 2+ Years Extra Soft Toothbrush,20,0,3,20,58,FALSE,1,15:33.1
3013,Personal Care,Veet Hair Removal Cream (Normal Skin),135,5,6,128,50,FALSE,50,15:33.1
3014,Personal Care,Dove Daily Shine Shampoo,240,0,4,240,340,FALSE,340,15:33.1
3015,Personal Care,L'Oreal Anti Hair Fall Conditioner,199,0,6,199,192,FALSE,192,15:33.1
3016,Personal Care,Nivea Body Lotion Aloe Hydration For Normal Skin ,275,10,6,247,200,FALSE,200,15:33.1
3017,Personal Care,Pampers Pants - Large,1549,45,3,849,82,FALSE,82,15:33.1
3019,Personal Care,Head & Shoulders 2 In 1 Anti Dandruff Smooth & Silky Shampoo+Conditioner,375,10,6,334,340,FALSE,340,15:33.1
3020,Personal Care,Fem Fairness Natural Gold Skin Bleach,85,7,4,79,64,FALSE,64,15:33.1
3021,Personal Care,Engage Deo Frost,195,9,6,176,150,FALSE,150,15:33.1
3022,Personal Care,Stayfree Secure XL Size Sanitary Napkins,115,0,5,115,1160,FALSE,20,15:33.1
3023,Personal Care,Pampers Pants - Medium,699,21,1,549,50,FALSE,50,15:33.1
3024,Personal Care,Pampers Active Baby Diapers New Born Extra Small ,1099,22,3,849,72,FALSE,72,15:33.1
3026,Personal Care,Woodwards Gripe Water ,50,0,4,50,130,FALSE,130,15:33.1
3027,Personal Care,Clean & Clear Morning Energy Aqua Splash Face Wash,145,9,5,131,100,FALSE,100,15:33.1
3028,Personal Care,Sunsilk Lusciously Thick & Long Shampoo,555,6,6,521,650,FALSE,650,15:33.1
3029,Personal Care,Mamaearth Skin Correct Face Serum,599,15,1,509,30,FALSE,30,15:33.1
3030,Personal Care,Chik Hairfall Prevent Egg Shampoo,178,0,6,178,340,FALSE,340,15:33.1
3031,Personal Care,Pantene Silky Smooth Care Shampoo,225,6,3,210,340,FALSE,340,15:33.1
3033,Personal Care,Set Wet Swag Avatar Deodorant & Body Spray Perfume For Men,199,0,1,199,150,FALSE,150,15:33.1
3034,Personal Care,Pampers All Round Protection Pants - Medium,699,17,6,575,50,FALSE,50,15:33.1
3035,Personal Care,Set Wet Deodrant Charm Avatar,199,0,1,199,150,FALSE,150,15:33.1
3036,Personal Care,Nupur Heena Mehandi,199,0,6,199,500,FALSE,500,15:33.1
3037,Personal Care,Head & Shoulders 2-in-1 Active Protect Shampoo,375,9,6,338,340,FALSE,340,15:33.1
3038,Personal Care,Gillette Mach 3 Turbo Cartridges,649,10,6,578,232,FALSE,4,15:33.1
3039,Personal Care,TRESemme Smooth And Shine Conditioner,210,13,1,182,190,FALSE,190,15:33.1
3040,Personal Care,Bombay Shaving Company Sensitive Cartridges,375,0,2,375,116,FALSE,2,15:33.1
3041,Personal Care,Himalaya Baby Lotion,300,12,1,264,400,FALSE,400,15:33.1
3042,Personal Care,Old Spice Lime Lather Shaving Cream,75,0,6,75,70,FALSE,70,15:33.1
3043,Personal Care,Colgate Sensitive Plus Anticavity Toothpaste ,140,10,6,126,70,FALSE,70,15:33.1
3044,Personal Care,Colgate Toothpaste For Kids Motu Oatlu,93,0,6,93,80,FALSE,80,15:33.1
3045,Personal Care,Pantene Total Damage Care Shampoo,120,0,6,120,180,FALSE,180,15:33.1
3046,Personal Care,Himalaya Moisturising Aloe Vera Facial Wipes,100,10,6,90,25,FALSE,25,15:33.1
3047,Personal Care,Savlon Moisture Shield Hand Wash,69,0,5,69,200,FALSE,200,15:33.1
3048,Personal Care,Pampers Active Baby Diapers New Born Extra Small,360,10,6,324,24,FALSE,24,15:33.1
3049,Personal Care,Himalaya Anti Dandruff Shampoo,260,18,1,213,400,FALSE,400,15:33.1
3050,Personal Care,Himalaya Anti Hair Fall Shampoo,490,25,4,367,700,FALSE,700,15:33.1
3051,Personal Care,Johnson's Baby Oil,200,0,6,200,200,FALSE,200,15:33.1
3052,Personal Care,Vaseline Intensive Care Deep Moisture Body Lotion,325,0,4,325,400,FALSE,400,15:33.1
3053,Personal Care,L'Oreal Paris Dream Lengths Conditioner,199,0,1,199,193,FALSE,193,15:33.1
3054,Personal Care,Nivea Soft Light Moisturizing Cream,185,15,6,157,100,FALSE,100,15:33.1
3055,Personal Care,Whisper Ultra Soft XL+ Sanitary Pads,555,0,1,555,60,FALSE,60,15:33.1
3056,Personal Care,Palmolive Feel The Massage Shower Gel,249,20,6,199,250,FALSE,250,15:33.1
3057,Personal Care,L'Oreal Paris Dream Lengths Conditioner,209,0,3,209,193,FALSE,193,15:33.1
3058,Personal Care,Head & Shoulders Anti-Dandruff Smooth & Silky Shampoo,285,6,6,266,340,FALSE,340,15:33.1
3059,Personal Care,Mamaearth Moisturizing Baby Bath Soap,249,0,4,249,150,FALSE,150,15:33.1
3060,Personal Care,Listerine Original Mouthwash,150,10,6,135,250,FALSE,250,15:33.1
3061,Personal Care,Himalaya Gentle Baby Shampoo,170,14,6,146,200,FALSE,200,15:33.1
3062,Personal Care,Dove Dryness Care Shampoo,268,5,1,252,340,FALSE,340,15:33.1
3063,Personal Care,Dove Hair Fall Rescue Shampoo,280,15,6,236,340,FALSE,340,15:33.1
3064,Personal Care,Head & Shoulders Anti Dandruff Shampoo Cool Menthol,295,9,6,266,340,FALSE,340,15:33.1
3065,Personal Care,Bombay Shaving Company Defender Razor,345,0,6,345,58,FALSE,1,15:33.1
3067,Personal Care,Himalaya Baby Nourishing Massage Oil,200,20,2,160,200,FALSE,250,15:33.1
3068,Personal Care,Himalaya Baby Powder,235,20,6,188,400,FALSE,400,15:33.1
3069,Personal Care,Fogg Paradise Fragrant Body Spray For Women ,250,0,6,250,150,FALSE,150,15:33.1
3070,Personal Care,Revive Revive Liquid,71,0,6,71,200,FALSE,200,15:33.1
3071,Personal Care,Pantene Hairfall Control Conditioner,190,6,6,178,200,FALSE,200,15:33.1
3072,Personal Care,Mamaearth Vitamin C Face Toner,399,0,1,399,200,FALSE,200,15:33.1
3073,Personal Care,Himalaya Diaper Rash Cream,80,10,2,72,20,FALSE,20,15:33.1
3074,Personal Care,Fogg Royal Fragrance Spray,230,0,4,230,150,FALSE,120,15:33.1
3075,Personal Care,Dove Pink Rosa Beauty Bathing Bar,245,9,6,221,100,FALSE,100,15:33.1
3076,Personal Care,Dove Dryness Care Conditioner Frizzy & Dry Hair,90,6,4,84,80,FALSE,80,15:33.1
3077,Personal Care,Dettol Original Liquid Handwash Refill,109,3,0,105,750,TRUE,750,15:33.1
3078,Personal Care,Parachute 100% Pure Coconut Oil,123,0,0,123,300,TRUE,300,15:33.1
3079,Personal Care,Stayfree Secure Cottony Soft Cover Sanitary Pad (Regular) with Wings,30,3,0,29,406,TRUE,7,15:33.1
3080,Personal Care,Dabur Gulabari Premium Rose Water,48,2,0,47,120,TRUE,120,15:33.1
3081,Personal Care,Parachute Advansed Gold Coconut Hair Oil,215,9,0,194,400,TRUE,400,15:33.1
3082,Personal Care,Closeup Everfresh+ Anti-Germ Gel Toothpaste Red Hot,90,10,0,81,150,TRUE,150,15:33.1
3083,Personal Care,Godrej No.1 Bathing Soap û Lime & Aloe Vera,100,16,0,84,500,TRUE,100,15:33.1
3084,Personal Care,Sensodyne Sensitive Fresh Gel Toothpaste,115,7,0,106,75,TRUE,75,15:33.1
3085,Personal Care,Whisper Bindazzz Nights XL + Sanitary Pad,90,0,0,90,406,TRUE,7,15:33.1
3086,Personal Care,Whisper Choice Sanitary Pad ,32,9,0,29,406,TRUE,7,15:33.1
3088,Personal Care,Gillette Venus Close & Clean Razor ,249,7,0,230,58,TRUE,1,15:33.1
3089,Personal Care,Whisper Choice Regular Sanitary Pads,90,3,0,87,58,TRUE,20,15:33.1
3090,Personal Care,Stayfree Secure Dry Cover Extra Large Sanitary Pad,42,2,0,41,406,TRUE,7,15:33.1
3091,Personal Care,Oxylife Natural Radiance 5 Creme Bleach - With Active Oxygen,82,9,0,74,27,TRUE,27,15:33.1
3092,Personal Care,Clean & Clear Morning Energy Lemon Face Wash,145,9,0,131,100,TRUE,100,15:33.1
3093,Personal Care,Bajaj Almond Drops Hair Oil,67,10,0,60,100,TRUE,100,15:33.1
3094,Personal Care,Bajaj Almond Drops Hair Oil Bottle,130,7,0,120,200,TRUE,200,15:33.1
3095,Personal Care,Whisper Bindazzz Night Sanitary Pads XL Plus,185,0,0,185,870,TRUE,15,15:33.1
3096,Personal Care,Godrej Cinthol Lime Refreshing Deo Soap,116,0,0,116,400,TRUE,400,15:33.1
3098,Paan Corner,Clove Sensitive Toothpaste with Anti-Sensitivity & Fluoride Formulation,160,35,3,104,80,FALSE,80,15:33.1
3099,Paan Corner,Dettol Original Germ Protection Alcohol Based Hand Sanitizer,25,0,6,25,50,FALSE,50,15:33.1
3100,Paan Corner,Colgate Visible White Toothpaste,115,10,6,103,100,FALSE,100,15:33.1
3101,Paan Corner,Dettol SKincare Handwash Value Refill,109,3,6,105,750,FALSE,750,15:33.1
3102,Paan Corner,Savlon Herbal Sensitive Liquid Handwash Refill Pouch,115,4,6,110,750,FALSE,500,15:33.1
3103,Paan Corner,Colgate Total 12 Whole Mouth Protection Toothpaste,120,10,6,108,120,FALSE,120,15:33.1
3104,Paan Corner,Lux International Creamy White Soap Bar,35,2,6,34,75,FALSE,75,15:33.1
3105,Paan Corner,Colgate Herbal Toothpaste,114,18,2,93,200,FALSE,200,15:33.1
3106,Paan Corner,Nivea Men Deodorant Fresh Active 48h Long lasting Freshness,225,24,6,169,150,FALSE,150,15:33.1
3107,Paan Corner,Dabur Meswak Toothpaste,58,5,6,55,100,FALSE,100,15:33.1
3108,Paan Corner,Colgate Max Fresh Cooling Crystals Toothpaste,101,5,2,95,150,FALSE,150,15:33.1
3109,Paan Corner,Indulekha Bhringa Hair Oil,432,15,6,367,100,FALSE,100,15:33.1
3110,Paan Corner,Colgate Sensitive Soft Bristles Toothbrush,50,0,6,50,58,FALSE,1,15:33.1
3111,Paan Corner,Pears Pure & Gentle Glycerin Bath Soap,75,0,6,75,125,FALSE,125,15:33.1
3112,Paan Corner,Vaseline Skin Protecting Jelly,79,13,6,68,50,FALSE,50,15:33.1
3113,Paan Corner,Dettol Original Germ Protection Bathing Soap Bar,166,5,4,157,375,FALSE,375,15:33.1
3114,Paan Corner,Dettol Intense Cool Soap (B4G1),260,5,6,247,625,FALSE,625,15:33.1
3115,Paan Corner,Livon Anti-Frizz Serum,250,10,3,225,100,FALSE,100,15:33.1
3116,Paan Corner,Lifebuoy Germ Protection Care Soap Bar,30,3,3,29,100,FALSE,125,15:33.1
3117,Paan Corner,Lux International Creamy White Soap Bar,70,10,6,63,125,FALSE,125,15:33.1
3118,Paan Corner,Godrej Nupur û 100% Pure Henna (Mehendi),10,0,6,10,18,FALSE,18,15:33.1
3119,Paan Corner,Glow & Lovely Advanced Multivitamin Face Cream,213,10,6,190,110,FALSE,110,15:33.1
3120,Paan Corner,Set Wet Style Vertical Hold Hair Gel,50,10,4,45,50,FALSE,50,15:33.1
3122,Paan Corner,Nycil Germ Expert Cool Herbal Talc,130,8,1,119,150,FALSE,200,15:33.1
3123,Paan Corner,Godrej Expert Creme Hair Natural Brown Colour ,30,0,6,30,20,FALSE,20,15:33.1
3124,Paan Corner,Veet Sensitive Skin Hair Removal Cream,135,5,6,128,50,FALSE,50,15:33.1
3125,Paan Corner,Closeup Everfresh+ Anti-Germ Gel Toothpaste Red Hot,50,2,1,49,80,FALSE,80,15:33.1
3126,Paan Corner,Pears Pure And Gentle Value Pack Of 3 Bathing Soap,199,6,5,186,375,FALSE,375,15:33.1
3127,Paan Corner,Gillette Presto Ready Shaver 5 Cartridges ,88,6,6,82,290,FALSE,5,15:33.1
3128,Paan Corner,Closeup Everfresh+ Anti-Germ Gel Toothpaste Red Hot,160,10,4,144,300,FALSE,300,15:33.1
3130,Paan Corner,Nivea Soft Light Moisturizer for Face Hand & Body Non-Sticky Cream with Vitamin E & Jojoba Oil ,185,15,3,157,100,FALSE,100,15:33.1
3131,Paan Corner,Fiama Gel Bar Celebration Pack Buy 4 Get 1 Free,290,10,6,261,625,FALSE,625,15:33.1
3132,Paan Corner,Gillette Sensitive Shaving Foam,225,6,4,210,418,FALSE,418,15:33.1
3133,Paan Corner,Dove Hair Fall Rescue Shampoo,150,6,5,141,180,FALSE,180,15:33.1
3134,Paan Corner,Gillette Mach 3 Mens Razor Blades,499,7,4,460,232,FALSE,4,15:33.1
3135,Paan Corner,Palmolive Aroma Absolute Relax Shower Gel,199,20,2,159,250,FALSE,250,15:33.1
3136,Paan Corner,Godrej Protekt Germ Fighter Handwash,99,0,6,99,750,FALSE,750,15:33.1
3137,Paan Corner,Dettol Hand Sanitizer,100,5,6,95,200,FALSE,200,15:33.1
3138,Paan Corner,Dabur Amla Hair Oil,88,0,2,88,180,FALSE,180,15:33.1
3139,Paan Corner,Dettol Original Liquid Handwash,89,4,6,85,200,FALSE,200,15:33.1
3140,Paan Corner,L'Oreal Paris Total Repair 5 Conditioner,199,0,6,199,192,FALSE,180,15:33.1
3141,Paan Corner,Patanjali Saundarya Aloe Vera Gel,90,0,5,90,150,FALSE,150,15:33.1
3142,Paan Corner,Head & Shoulders 2 In 1 Anti Dandruff Shampoo Conditioner ,195,10,4,174,180,FALSE,180,15:33.1
3143,Paan Corner,Clean & Clear Pimple Clearing Face Wash,130,10,2,117,80,FALSE,80,15:33.1
3144,Paan Corner,Himalaya Anti Dandruff Shampoo,140,8,2,128,200,FALSE,200,15:33.1
3145,Paan Corner,Stayfree Secure Dry Cover Regular Sanitary Pad With Wings,30,3,6,29,406,FALSE,7,15:33.1
3146,Paan Corner,Savlon Moisture Shield Hand Wash,99,4,6,95,750,FALSE,750,15:33.1
3147,Paan Corner,Dove Intense Repair Conditioner,190,14,6,162,175,FALSE,80,15:33.1
3148,Paan Corner,Dabur Gulabari Rose Glow Face Cleanse,75,5,4,71,100,FALSE,100,15:33.1
3149,Paan Corner,Parachute Jasmine Hair Oil,82,9,6,74,190,FALSE,190,15:33.1
3150,Paan Corner,Johnson's Baby Skincare Wipes,79,6,6,74,1160,FALSE,20,15:33.1
3151,Paan Corner,Dettol Skincare Liquid Hand Wash,79,0,6,79,200,FALSE,200,15:33.1
3152,Paan Corner,Old Spice Original Lather Shaving Cream,75,9,6,68,70,FALSE,70,15:33.1
3153,Paan Corner,Veet Hair Removal Cream Dry Skin,135,5,5,128,50,FALSE,50,15:33.1
3154,Paan Corner,L'Oreal Paris Total Repair 5 Shampoo,265,0,2,265,396,FALSE,360,15:33.1
3155,Paan Corner,Fiama Menthol & Magnolia Cooling Gel Bar Soap,160,11,6,141,375,FALSE,375,15:33.1
3156,Paan Corner,Nivea Lip Balm Original Care for 24h Moisture with Shea Butter & Natural Oils,140,15,6,119,5,FALSE,4,15:33.1
3157,Paan Corner,Oral-B Charcoal Deep Clean Stain Removal Toothbrush Soft,99,0,3,99,232,FALSE,4,15:33.1
3158,Paan Corner,Neutrogena Ultra Sheer Dry Touch SPF 50+ Sunblock Sunscreen Lotion,250,10,3,225,30,FALSE,30,15:33.1
3159,Paan Corner,Clinic Plus Strong & Long Health Shampoo,499,10,3,449,650,FALSE,650,15:33.1
3160,Paan Corner,Johnson's Baby No More Tears Baby Shampoo,98,0,5,98,100,FALSE,100,15:33.1
3161,Paan Corner,Colgate Zig Zag Toothbrush,120,0,3,120,348,FALSE,6,15:33.1
3162,Paan Corner,Savlon Moisture Shield Germ Protection Handwash Refill (Buy 1 Get 1 Free),189,0,6,189,1500,FALSE,1500,15:33.1
3163,Paan Corner,Colgate Sensitive Everyday Protection Anticavity Toothpaste,75,0,6,75,40,FALSE,40,15:33.1
3164,Paan Corner,Whisper Ultra Soft XL+ Sanitary Pads,330,2,6,323,30,FALSE,30,15:33.1
3165,Paan Corner,Garnier Colour Naturals Hair Colour - 1 Natural Black,80,0,1,80,60,FALSE,60,15:33.1
3166,Paan Corner,Axe Pulse Men's Deodorant,210,0,6,210,150,FALSE,150,15:33.1
3167,Paan Corner,Colgate Zigzag Charcoal Soft Bristle Toothbrush - 4 Pcs,99,0,6,99,232,FALSE,4,15:33.1
3168,Paan Corner,Whisper Ultra Clean Wings XL+  Pouch,449,7,6,415,44,FALSE,44,15:33.1
3169,Paan Corner,Whisper Choice Regular Sanitary Pads,90,0,6,90,1160,FALSE,20,15:33.1
3170,Paan Corner,Axe Dark Temptation Men's Deodorant,210,7,5,194,150,FALSE,150,15:33.1
3171,Paan Corner,Head & Shoulders Anti-Dandruff Smooth & Silky Shampoo,150,0,4,150,180,FALSE,180,15:33.1
3172,Paan Corner,Clinic Plus Strength & Shine Shampoo With Egg Protein ,105,0,2,105,175,FALSE,175,15:33.1
3173,Paan Corner,Engage M1 Perfume Spray for Men ,210,7,6,194,120,FALSE,120,15:33.1
3174,Paan Corner,Tresemme Keratin Smooth Conditioner,380,0,3,380,340,FALSE,340,15:33.1
3176,Paan Corner,Origami Aloe Vera Wipes,75,13,4,65,25,FALSE,25,15:33.1
